lemma	rbn_id	synset_id	pos	ODWN_gloss	hypernym(s)	hypernym_gloss	ILI_English_gloss				
coma	r_n-9581	odwn-10-108998570-n	n	nevelmassa rond de kern v.e. komeet;nebulosity around the core of a comet	eng-30-08271042-n	(astronomy) a collection of star systems; any of the billions of systems each having many stars and nebulae and dust					
terugzetten	r_v-7892	odwn-10-109271759-v	v	naar achteren zetten;turn backward	eng-30-02517827-v	debase oneself morally, act in an undignified, unworthy, or dishonorable way					
mythe	r_n-24472	odwn-10-105481631-n	n	niet op waarheid berustend verhaal;not in truth resigned story	eng-30-05913160-n	a contrived or fantastic idea					
schooltas	r_n-33168	odwn-10-102975680-n	n	tas voor schoolboeken;bag for school	eng-30-02773037-n	a flexible container with a single opening					
kracht	r_n-20687	odwn-10-100722102-n	n	psychisch vermogen;psychic ability	eng-30-05200169-n;eng-30-05616246-n	the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment					
happen	r_v-3112	odwn-10-109695143-v	v	serieus op een grap ingaan;seriously discuss a joke	eng-30-00717358-v	show a response or a reaction to something					
rayon	r_n-30588	odwn-10-102904050-n	n	sectie in een gebouw;section in a building	eng-30-08114861-n	a specialized division of a large organization					
bek	r_n-6398	odwn-10-105468815-n	n	mond van mens;mouth man	eng-30-05302499-n	the opening through which food is taken in and vocalizations emerge					
perforeren	r_v-6223	odwn-10-109381496-v	v	openbreken;gaten maken in;breaking;make holes in	eng-30-00309310-v	come open suddenly and violently, as if from internal pressure					
mechanisme	r_n-23399	odwn-10-103223870-n	n	manier waarop iets in elkaar zit en werkt; werking;how something works and works action	eng-30-13525549-n	process or manner of functioning or operating					
besmeuren	r_v-1396_sub_1	odwn-10-102474206-v	v		eng-30-00126264-v	cause to change; make different; cause a transformation					
permitteren	r_v-6224	odwn-10-101497389-v	v	toestaan;permit	eng-30-02721438-v	make a possibility or provide opportunity for; permit to be attainable or cause to remain					
oppakken	r_v-5702	odwn-10-102157445-v	v	mbt. politie;respect police	eng-30-01439190-v	take hold of so as to seize or restrain or stop the motion of					
kapmantel	r_n-19053	odwn-10-106127737-n	n	omslagdoek gebruikt bij kappers	eng-30-04451818-n	an implement used in the practice of a vocation					
glijbaan	r_n-15292	odwn-10-105836886-n	n	ijsbaan	eng-30-03183080-n	an instrumentality invented for a particular purpose					
kwispelen	r_v-4252	odwn-10-106761083-v	v	met de staart zwaaien;waving the tail	eng-30-00126264-v	cause to change; make different; cause a transformation					
zinnen	r_v-10276	odwn-10-107247637-v	v	nastreven;pursuit	eng-30-01638368-v	make or work out a plan for; devise					
voegen	r_v-9637	odwn-10-101994181-v	v	voegen opvullen;filling joints	eng-30-00484166-v;eng-30-00452512-v	come or bring to a finish or an end; others finished in over 4 hours"					
wijdbal	r_n-43156	odwn-10-100551264-n	n	fout geworpen bal	eng-30-00106272-n	(baseball) the act of throwing a baseball by a pitcher to a batter					
assembleertaal	r_n-4044	odwn-10-102195229-n	n	bepaalde computertaal;certain computer language	eng-30-06899633-n	a programming language designed for use on a specific class of computers					
opnaaien	r_v-5684	odwn-10-100758780-v	v	vastnaaien;sew	eng-30-01329239-v	fasten by sewing; do needlework					
generen	r_v-2913	odwn-10-107675980-v	v	schamen;ashamed	eng-30-01771535-v	undergo an emotional sensation or be in a particular state of mind					
uitdager	r_n-38950	odwn-10-109029774-n	n	iemand die anderen uitdaagt;anyone who challenges others	eng-30-00007846-n	a human being					
jachtmeester	r_n-18378	odwn-10-100277339-n	n	jachtaanvoerder;yacht captain	eng-30-10193026-n	someone who hunts game					
byte	r_n-8931	odwn-10-108347582-n	n	acht bits	eng-30-13583724-n	any division of quantity accepted as a standard of measurement or exchange					
Colombiaan	r_n-9569	odwn-10-101385760-n	n	inwoner Colombia	eng-30-09625401-n	a person who owes allegiance to that nation					
doorboren	r_v-2331	odwn-10-103125256-v	v	boren door;drilling	eng-30-00515154-v	subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition					
steunbeer	r_n-35826	odwn-10-109197383-n	n	ondersteunend metselwerk	eng-30-03073977-n	(architecture) a tall vertical cylindrical structure standing upright and used to support a structure					
verdelen	r_v-8838	odwn-10-109478709-v	v	verdeeldheid zaaien;divisive	eng-30-00943837-v	give expression to					
ketting	r_n-19437	odwn-10-109445725-n	n	rij dingen	eng-30-02999410-n	a series of (usually metal) rings or links fitted into one another to make a flexible ligament					
geleerdheid	r_n-14446	odwn-10-106991776-n	n	het zeer geleerd zijn;being very learned	eng-30-00023271-n	the psychological result of perception and learning and reasoning					
traditionalisme	r_n-38223	odwn-10-103399456-n	n	bepaalde levenshouding	eng-30-06193203-n	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways					
hotdog	r_n-17251	odwn-10-105734827-n	n	broodje worst;roll sausage	eng-30-07680932-n	small rounded bread either plain or sweet					
ongeluksgetal	r_n-26070	odwn-10-108208844-n	n	het getal dertien;the number thirteen	eng-30-13582013-n	a concept of quantity involving zero and units					
context	r_n-9948	odwn-10-102915361-n	n	tekstomgeving	eng-30-14419164-n	the state of being connected					
noorden	r_n-25232_sub_1	odwn-10-100118167-n	n		eng-30-13830305-n	any of 32 horizontal directions indicated on the card of a compass					
bobsleebaan	r_n-7714	odwn-10-106117182-n	n	baan voor bobslee;track for bobsled	eng-30-03119790-n	facility consisting of a circumscribed area of land or water laid out for a sport					
lichtpunt	r_n-22086	odwn-10-100932631-n	n	positief element in moeilijke tijden;positive element in tough times	eng-30-06646243-n	a perceptible indication of something not immediately apparent (as a visible clue that something has happened)					
droogmolen	r_n-11630	odwn-10-102278901-n	n	parasol voor het drogen van wasgoed;umbrella for drying laundry	eng-30-03207630-n	a rack for holding dishes as dishwater drains off of them					
verheffen	r_v-8991	odwn-10-100446733-v	v	harder praten;speak louder	eng-30-00907657-v;eng-30-00915830-v;eng-30-01036804-v;eng-30-01041954-v	say mean things					
draak	r_n-11467	odwn-10-109236649-n	n	vervelend of lelijk persoon;unpleasant or ugly person	eng-30-10787470-n	an adult female person (as opposed to a man)					
opklimmen	r_v-5622	odwn-10-108407730-v	v	hoger klimmen;climb higher	eng-30-01921964-v	go upward with gradual or continuous progress					
pepermolen	r_n-28172	odwn-10-108032289-n	n	molentje om peperkorrels te malen	eng-30-04033801-n	a primitive stone mill for grinding corn by hand					
onbehagen	r_n-25800	odwn-10-107062132-n	n	onprettig gevoel;discomfort	eng-30-00026192-n	the experiencing of affective and emotional states					
voorspiegelen	r_v-9759	odwn-10-105743589-v	v	als toekomst voorstellen;proposals as future	eng-30-01737141-v	recreate a sound, image, idea, mood, atmosphere, etc.					
voorlopen	r_v-9739	odwn-10-105254101-v	v	van een klok: te snel lopen;clock: to run fast	eng-30-02288295-v	'win something through one''s efforts'					
boordlicht	r_n-8068	odwn-10-100385943-n	n	lamp aan boord;lamp on board	eng-30-03636248-n	an artificial source of visible illumination					
politicoloog	r_n-29048	odwn-10-108505433-n	n	specialist in de politicologie;specialist in political science	eng-30-09617867-n	a person with special knowledge or ability who performs skillfully					
lek	r_n-21785	odwn-10-109489973-n	n	plaats waar iets lekt;where something is leaking	eng-30-09304465-n	an opening into or through something					
arbeidsconflict	r_n-3812	odwn-10-109727208-n	n	conflict met de werkgever;conflict with the employer	eng-30-00958896-n	an open clash between two opposing groups (or individuals)					
literatuurstudie	r_n-22367	odwn-10-106283051-n	n	onderzoek v.e. bepaald onderwerp;research of a certain topic	eng-30-05755883-n	applying the mind to learning and understanding a subject (especially by reading)					
bijstellen	r_v-1649	odwn-10-108969238-v	v	in orde brengen;straighten	eng-30-00126264-v	cause to change; make different; cause a transformation					
kwantum	r_n-21089	odwn-10-104696689-n	n	hoeveelheid;amount	eng-30-00033615-n	how much there is or how many there are of something that you can quantify					
afvalcontainer	r_n-3021	odwn-10-106789401-n	n	grote bak voor afval;large bin for waste	eng-30-00002684-n	a tangible and visible entity; an entity that can cast a shadow					
vermoeidheidsverschijnselen	r_n-40316	odwn-10-106159043-n	n	symptomen waaruit vermoeidheid blijkt;signs which show fatigue	eng-30-14299637-n	(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease					
schuilhouden	r_v-7105	odwn-10-105013860-v	v	zich verborgen houden;hide from	eng-30-00126264-v	cause to change; make different; cause a transformation					
tube	r_n-38651	odwn-10-109657103-n	n	plat toelopend buisje om iets in te doen;flat tapering tube to do something in	eng-30-04493505-n	conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases					
lenteweer	r_n-21845	odwn-10-101142569-n	n	zacht weer	eng-30-11524662-n	the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation					
Koeweiter	r_n-20094	odwn-10-106453450-n	n	inwoner Koeweit;resident Kuwait	eng-30-09625401-n	a person who owes allegiance to that nation					
gevangenzetten	r_v-2939	odwn-10-104698113-v	v	in de gevangenis zetten;put in jail	eng-30-00233335-v	place limits on (extent or access)					
pikeur	r_n-28545	odwn-10-101186692-n	n	bestuurder v.e. sulky;driver of a sulky	eng-30-10034906-n	the operator of a motor vehicle					
paradepaard	r_n-27591	odwn-10-101976685-n	n	paard in een militaire parade;horse in a military parade	eng-30-02374451-n	solid-hoofed herbivorous quadruped domesticated since prehistoric times					
medezeggenschapsraad	r_n-23427	odwn-10-109356408-n	n	adviserende raad met vertegenwoordigers;advisory board with representatives	eng-30-08310949-n	a body serving in an administrative capacity					
gedenkrede	r_n-14200	odwn-10-101367083-n	n	toespraak ter nagedachtenis;speech commemorating	eng-30-07238694-n	the act of delivering a formal spoken communication to an audience					
blootleggen	r_v-1774	odwn-10-108785877-v	v	zichtbaar maken;reveal	eng-30-01313923-v	find by digging in the ground					
opengooien	r_v-5515	odwn-10-102253630-v	v	gooiend openen;throwing to open	eng-30-01348705-v	open the lock of					
weltschmerz	r_n-42813	odwn-10-109967842-n	n	somber gevoel;gloomy feeling	eng-30-07533257-n	a feeling of melancholy apprehension					
betonrot	r_n-6988	odwn-10-100947872-n	n	aantasting van beton;deterioration of concrete	eng-30-13460299-n	the process of declining from a higher to a lower level of effective power or vitality or essential quality					
Waal	r_n-42104	odwn-10-109128400-n	n	rivier in Nederland;river in Netherlands	eng-30-09411430-n	a large natural stream of water (larger than a creek)					
regeringsverklaring	r_n-31064	odwn-10-106557503-n	n	verklaring door een regering over beleid;statement by a government policy	eng-30-07213395-n	the speech act of making something evident					
linkerkant	r_n-22309	odwn-10-109593926-n	n	kant waaraan het hart zit	eng-30-02875013-n	a strip forming the outer edge of something					
stuntwerk	r_n-36477	odwn-10-107667758-n	n	gevaarlijk werk in een film;dangerous work in a film	eng-30-00575741-n	activity directed toward making or doing something					
discussie	r_n-11046	odwn-10-102260648-n	n	bespreking v.e. probleem;discussion of a problem	eng-30-07135734-n	an exchange of ideas via conversation					
betalingsverkeer	r_n-6963	odwn-10-106544667-n	n	geheel van stortingen en betalingen;series of deposits and payments	eng-30-00196084-n	the act of changing one thing or position for another					
overblijven	r_v-5951	odwn-10-105009982-v	v	op school blijven;remain in school	eng-30-02727462-v	continue in a place, position, or situation					
bokking	r_n-7919	odwn-10-109701450-n	n	haring	eng-30-07784522-n	valuable flesh of fatty fish from shallow waters of northern Atlantic or Pacific; usually salted or pickled					
goochelen	r_v-3016	odwn-10-102303942-v	v	handig omgaan met;convenient handle	eng-30-01158872-v	put into service; make work or employ for a particular purpose or for its inherent or natural purpose					
afscheiden	r_v-694	odwn-10-105983588-v	v	zaken scheiden; (een ruimte) van een aangrenzende ruimte afscheiden;divorce cases Secrete space of an adjacent space	eng-30-01500372-v	cause to sit or seat or be in a settled position or place					
lichten	r_v-4381	odwn-10-109335833-v	v	opheffen;lifting	eng-30-01511706-v	cause to move forward with force					
lommerd	r_n-22480	odwn-10-105975858-n	n	bank van lening met onderpand	eng-30-08420278-n	a financial institution that accepts deposits and channels the money into lending activities					
krijten	r_v-4160	odwn-10-101264601-v	v	met krijt besmeren;chalk smear	eng-30-01332730-v	provide with a covering or cause to be covered					
laatkomer	r_n-21185	odwn-10-103002276-n	n	iem. die (te) laat komt	eng-30-00007846-n	a human being					
romandebuut	r_n-31952	odwn-10-104514610-n	n	eerste roman v.e. schrijver;first novel of a writer	eng-30-04599396-n	a product produced or accomplished through the effort or activity or agency of a person or thing					
dam	r_n-10366	odwn-10-106360302-n	n	dubbele schijf bij het dammen;double disc in checkers	eng-30-03716327-n	game equipment consisting of an object used in playing certain board games					
vinger	r_n-40906	odwn-10-107711666-n	n	afdruk v.e. vinger;print of a finger	eng-30-03931044-n	a visual representation (of an object or scene or person or abstraction) produced on a surface					
winterwortel	r_n-43370	odwn-10-109273257-n	n	'wortel die je vooral ''s winters eet;wortel die je vooral ''s winters eet;root you especially in winter eat'	eng-30-12937678-n	deep orange edible root of the cultivated carrot plant					
